,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,
GO:1904406,BP,GO:1904406,negative regulation of nitric oxide metabolic process,1/352,13/14611,0.271782015,0.605235588,0.522992793,Sirpa,1,
GO:1904925,BP,GO:1904925,positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization,1/352,13/14611,0.271782015,0.605235588,0.522992793,Atpif1,1,
GO:1905168,BP,GO:1905168,positive regulation of double-strand break repair via homologous recombination,1/352,13/14611,0.271782015,0.605235588,0.522992793,Ercc6,1,
GO:1905668,BP,GO:1905668,positive regulation of protein localization to endosome,1/352,13/14611,0.271782015,0.605235588,0.522992793,Abhd17b,1,
GO:2000765,BP,GO:2000765,regulation of cytoplasmic translation,1/352,13/14611,0.271782015,0.605235588,0.522992793,Pkm,1,
GO:2000811,BP,GO:2000811,negative regulation of anoikis,1/352,13/14611,0.271782015,0.605235588,0.522992793,Ntrk2,1,
GO:0062023,CC,GO:0062023,collagen-containing extracellular matrix,9/352,292/14611,0.272555016,0.606659029,0.524222809,Dlg1/Il16/Lgals3/Ntn4/Pkm/Ptprz1/Reln/Spock2/Tmeff2,9,
GO:0032886,BP,GO:0032886,regulation of microtubule-based process,7/352,218/14611,0.273194931,0.607784994,0.525195772,Arhgef7/Dst/Lamp1/Map1b/Mecp2/Phldb1/Trim37,7,
GO:0031109,BP,GO:0031109,microtubule polymerization or depolymerization,4/352,110/14611,0.273662091,0.60852571,0.525835835,Arhgef7/Dst/Map1b/Mecp2,4,
GO:0060537,BP,GO:0060537,muscle tissue development,11/352,368/14611,0.274819075,0.608758314,0.526036831,Dlg1/Dner/Erbb3/Igfbp5/Meg3/Pten/Rbfox1/Rgs2/Rgs4/Ryr2/Zbtb18,11,
GO:0090407,BP,GO:0090407,organophosphate biosynthetic process,12/352,406/14611,0.274976554,0.608758314,0.526036831,Abhd8/Atp5o/Cds1/Fam126b/Itpka/Lclat1/Nme1/Nmnat2/Pdxk/Pkm/Smg1/Tbpl1,12,
GO:0060828,BP,GO:0060828,regulation of canonical Wnt signaling pathway,7/352,219/14611,0.276940055,0.608758314,0.526036831,App/Csnk1e/Gnaq/Kpna1/Sdhaf2/Tbl1xr1/Wnk1,7,
GO:0008081,MF,GO:0008081,phosphoric diester hydrolase activity,3/352,76/14611,0.276970806,0.608758314,0.526036831,Gnaq/Plcl1/Plcxd2,3,
GO:0009144,BP,GO:0009144,purine nucleoside triphosphate metabolic process,3/352,76/14611,0.276970806,0.608758314,0.526036831,Atp5o/Nme1/Pkm,3,
GO:0022406,BP,GO:0022406,membrane docking,3/352,76/14611,0.276970806,0.608758314,0.526036831,Ctbp2/Nsf/Pacs2,3,
GO:0031901,CC,GO:0031901,early endosome membrane,3/352,76/14611,0.276970806,0.608758314,0.526036831,Ifitm3/Kcnh1/Tmem163,3,
GO:0009988,BP,GO:0009988,cell-cell recognition,2/352,43/14611,0.277607628,0.608758314,0.526036831,Dlg1/Lgals3,2,
GO:0030544,MF,GO:0030544,Hsp70 protein binding,2/352,43/14611,0.277607628,0.608758314,0.526036831,Dnaja1/Gpr37,2,
GO:0031050,BP,GO:0031050,dsRNA processing,2/352,43/14611,0.277607628,0.608758314,0.526036831,Mecp2/Zc3h7b,2,
GO:0035315,BP,GO:0035315,hair cell differentiation,2/352,43/14611,0.277607628,0.608758314,0.526036831,Cux1/Slc4a7,2,
GO:0045010,BP,GO:0045010,actin nucleation,2/352,43/14611,0.277607628,0.608758314,0.526036831,Arpc5l/Wasf1,2,
GO:0051205,BP,GO:0051205,protein insertion into membrane,2/352,43/14611,0.277607628,0.608758314,0.526036831,Rtp4/Timm22,2,
GO:0070918,BP,GO:0070918,production of small RNA involved in gene silencing by RNA,2/352,43/14611,0.277607628,0.608758314,0.526036831,Mecp2/Zc3h7b,2,
GO:1901861,BP,GO:1901861,regulation of muscle tissue development,2/352,43/14611,0.277607628,0.608758314,0.526036831,Erbb3/Igfbp5,2,
GO:0006644,BP,GO:0006644,phospholipid metabolic process,9/352,294/14611,0.279003034,0.608758314,0.526036831,Abhd16a/Abhd8/Cds1/Fam126b/Itpka/Lclat1/Mecp2/Pten/Smg1,9,
GO:0003697,MF,GO:0003697,single-stranded DNA binding,4/352,111/14611,0.279028187,0.608758314,0.526036831,Ncl/Nme1/Pura/Smc4,4,
GO:0000287,MF,GO:0000287,magnesium ion binding,6/352,183/14611,0.279662519,0.608758314,0.526036831,Mark1/Nme1/Pdxk/Pkm/Tesc/Wnk1,6,
GO:0043542,BP,GO:0043542,endothelial cell migration,6/352,183/14611,0.279662519,0.608758314,0.526036831,Adgrb1/Amotl1/Bsg/Mecp2/Pten/Wnt7a,6,
GO:0002685,BP,GO:0002685,regulation of leukocyte migration,5/352,147/14611,0.280852615,0.608758314,0.526036831,Adora1/App/Fut9/Lgals3/Wnk1,5,
GO:0046474,BP,GO:0046474,glycerophospholipid biosynthetic process,5/352,147/14611,0.280852615,0.608758314,0.526036831,Abhd8/Cds1/Fam126b/Itpka/Smg1,5,
GO:0032386,BP,GO:0032386,regulation of intracellular transport,9/352,295/14611,0.282243383,0.608758314,0.526036831,Atpif1/Gdi1/Lamp1/Map1b/Mecp2/Mlc1/Mtcl1/Oaz1/Txn1,9,
GO:0021510,BP,GO:0021510,spinal cord development,3/352,77/14611,0.283543066,0.608758314,0.526036831,Gigyf2/Nfe2l1/Reln,3,
GO:0030662,CC,GO:0030662,coated vesicle membrane,3/352,77/14611,0.283543066,0.608758314,0.526036831,Dennd1a/Gad2/Syp,3,
GO:0097110,MF,GO:0097110,scaffold protein binding,3/352,77/14611,0.283543066,0.608758314,0.526036831,Dynll2/Ryr2/Vim,3,
GO:0098936,CC,GO:0098936,intrinsic component of postsynaptic membrane,3/352,77/14611,0.283543066,0.608758314,0.526036831,Ephb2/Lrrc4/Rgs7bp,3,
GO:1901992,BP,GO:1901992,positive regulation of mitotic cell cycle phase transition,3/352,77/14611,0.283543066,0.608758314,0.526036831,App/Ccnd3/Mecp2,3,
GO:0016032,BP,GO:0016032,viral process,8/352,258/14611,0.283780744,0.608758314,0.526036831,Bsg/Ddx6/Ifitm3/Stat1/Trim32/Trim62/Tsg101/Ubp1,8,
GO:0050851,BP,GO:0050851,antigen receptor-mediated signaling pathway,4/352,112/14611,0.284410977,0.608758314,0.526036831,Lgals3/Prkcb/Rftn1/Wnk1,4,
GO:0000768,BP,GO:0000768,syncytium formation by plasma membrane fusion,2/352,44/14611,0.286582721,0.608758314,0.526036831,Adgrb1/Stat1,2,
GO:0009262,BP,GO:0009262,deoxyribonucleotide metabolic process,2/352,44/14611,0.286582721,0.608758314,0.526036831,Nme1/Tbpl1,2,
GO:0010596,BP,GO:0010596,negative regulation of endothelial cell migration,2/352,44/14611,0.286582721,0.608758314,0.526036831,Adgrb1/Mecp2,2,
GO:0015807,BP,GO:0015807,L-amino acid transport,2/352,44/14611,0.286582721,0.608758314,0.526036831,Grm1/Slc17a7,2,
GO:0016830,MF,GO:0016830,carbon-carbon lyase activity,2/352,44/14611,0.286582721,0.608758314,0.526036831,Gad2/Got1,2,
GO:0042130,BP,GO:0042130,negative regulation of T cell proliferation,2/352,44/14611,0.286582721,0.608758314,0.526036831,Dlg1/Il20rb,2,
GO:0043388,BP,GO:0043388,positive regulation of DNA binding,2/352,44/14611,0.286582721,0.608758314,0.526036831,Nme1/Txn1,2,
GO:0045687,BP,GO:0045687,positive regulation of glial cell differentiation,2/352,44/14611,0.286582721,0.608758314,0.526036831,Nkx6-2/Ptprz1,2,
GO:0048713,BP,GO:0048713,regulation of oligodendrocyte differentiation,2/352,44/14611,0.286582721,0.608758314,0.526036831,Id4/Ptprz1,2,
GO:0050818,BP,GO:0050818,regulation of coagulation,2/352,44/14611,0.286582721,0.608758314,0.526036831,Ephb2/F2r,2,
GO:0060147,BP,GO:0060147,regulation of posttranscriptional gene silencing,2/352,44/14611,0.286582721,0.608758314,0.526036831,Ddx6/Mecp2,2,
GO:0072583,BP,GO:0072583,clathrin-dependent endocytosis,2/352,44/14611,0.286582721,0.608758314,0.526036831,Sh3gl2/Sh3gl3,2,
GO:0140253,BP,GO:0140253,cell-cell fusion,2/352,44/14611,0.286582721,0.608758314,0.526036831,Adgrb1/Stat1,2,
GO:1902808,BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,2/352,44/14611,0.286582721,0.608758314,0.526036831,Ccnd3/Pagr1a,2,
GO:0007517,BP,GO:0007517,muscle organ development,8/352,259/14611,0.287270662,0.608758314,0.526036831,Adgrb1/Dner/Erbb3/Meg3/Mtss1/Rbfox1/Ryr2/Zbtb18,8,
GO:0071692,BP,GO:0071692,protein localization to extracellular region,9/352,297/14611,0.288755372,0.608758314,0.526036831,Bsg/Cacna1c/Camk2n1/Exph5/F2r/Ildr2/Myo5a/Ppp3cb/Tmed10,9,
GO:0010817,BP,GO:0010817,regulation of hormone levels,11/352,373/14611,0.289266454,0.608758314,0.526036831,Adora1/Aldh1a1/Arhgef7/Cacna1c/Camk2n1/Gabbr1/Ildr2/Myo5a/Ppp3cb/Reln/Ywhaz,11,
GO:0001820,BP,GO:0001820,serotonin secretion,1/352,14/14611,0.289341457,0.608758314,0.526036831,Lgals3,1,
GO:0001921,BP,GO:0001921,positive regulation of receptor recycling,1/352,14/14611,0.289341457,0.608758314,0.526036831,Nsf,1,
GO:0001967,BP,GO:0001967,suckling behavior,1/352,14/14611,0.289341457,0.608758314,0.526036831,App,1,
GO:0001976,BP,GO:0001976,nervous system process involved in regulation of systemic arterial blood pressure,1/352,14/14611,0.289341457,0.608758314,0.526036831,Mecp2,1,
GO:0003283,BP,GO:0003283,atrial septum development,1/352,14/14611,0.289341457,0.608758314,0.526036831,Ank2,1,
GO:0003413,BP,GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis,1/352,14/14611,0.289341457,0.608758314,0.526036831,Trip11,1,
GO:0004129,MF,GO:0004129,cytochrome-c oxidase activity,1/352,14/14611,0.289341457,0.608758314,0.526036831,Cox8a,1,
GO:0005161,MF,GO:0005161,platelet-derived growth factor receptor binding,1/352,14/14611,0.289341457,0.608758314,0.526036831,Pten,1,
GO:0005537,MF,GO:0005537,mannose binding,1/352,14/14611,0.289341457,0.608758314,0.526036831,Bsg,1,
GO:0006071,BP,GO:0006071,glycerol metabolic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Got1,1,
GO:0007216,BP,GO:0007216,G protein-coupled glutamate receptor signaling pathway,1/352,14/14611,0.289341457,0.608758314,0.526036831,Grm1,1,
GO:0007252,BP,GO:0007252,I-kappaB phosphorylation,1/352,14/14611,0.289341457,0.608758314,0.526036831,Sirpa,1,
GO:0007638,BP,GO:0007638,mechanosensory behavior,1/352,14/14611,0.289341457,0.608758314,0.526036831,Strbp,1,
GO:0010470,BP,GO:0010470,regulation of gastrulation,1/352,14/14611,0.289341457,0.608758314,0.526036831,Phldb1,1,
GO:0010713,BP,GO:0010713,negative regulation of collagen metabolic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Got1,1,
GO:0014856,BP,GO:0014856,skeletal muscle cell proliferation,1/352,14/14611,0.289341457,0.608758314,0.526036831,Kpna1,1,
GO:0019377,BP,GO:0019377,glycolipid catabolic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Neu1,1,
GO:0021781,BP,GO:0021781,glial cell fate commitment,1/352,14/14611,0.289341457,0.608758314,0.526036831,Nfe2l1,1,
GO:0032401,BP,GO:0032401,establishment of melanosome localization,1/352,14/14611,0.289341457,0.608758314,0.526036831,Myo5a,1,
GO:0032682,BP,GO:0032682,negative regulation of chemokine production,1/352,14/14611,0.289341457,0.608758314,0.526036831,Sirpa,1,
GO:0032740,BP,GO:0032740,positive regulation of interleukin-17 production,1/352,14/14611,0.289341457,0.608758314,0.526036831,Rftn1,1,
GO:0032966,BP,GO:0032966,negative regulation of collagen biosynthetic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Got1,1,
GO:0034236,MF,GO:0034236,protein kinase A catalytic subunit binding,1/352,14/14611,0.289341457,0.608758314,0.526036831,Ryr2,1,
GO:0034361,CC,GO:0034361,very-low-density lipoprotein particle,1/352,14/14611,0.289341457,0.608758314,0.526036831,App,1,
GO:0034385,CC,GO:0034385,triglyceride-rich plasma lipoprotein particle,1/352,14/14611,0.289341457,0.608758314,0.526036831,App,1,
GO:0034483,MF,GO:0034483,heparan sulfate sulfotransferase activity,1/352,14/14611,0.289341457,0.608758314,0.526036831,Ndst3,1,
GO:0035098,CC,GO:0035098,ESC/E(Z) complex,1/352,14/14611,0.289341457,0.608758314,0.526036831,Trim37,1,
GO:0035253,CC,GO:0035253,ciliary rootlet,1/352,14/14611,0.289341457,0.608758314,0.526036831,App,1,
GO:0035970,BP,GO:0035970,peptidyl-threonine dephosphorylation,1/352,14/14611,0.289341457,0.608758314,0.526036831,Dusp5,1,
GO:0038201,CC,GO:0038201,TOR complex,1/352,14/14611,0.289341457,0.608758314,0.526036831,Smg1,1,
GO:0042588,CC,GO:0042588,zymogen granule,1/352,14/14611,0.289341457,0.608758314,0.526036831,Tmed10,1,
GO:0042983,BP,GO:0042983,amyloid precursor protein biosynthetic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Itm2c,1,
GO:0042984,BP,GO:0042984,regulation of amyloid precursor protein biosynthetic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Itm2c,1,
GO:0043220,CC,GO:0043220,Schmidt-Lanterman incisure,1/352,14/14611,0.289341457,0.608758314,0.526036831,Pten,1,
GO:0045187,BP,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",1/352,14/14611,0.289341457,0.608758314,0.526036831,Adora1,1,
GO:0046479,BP,GO:0046479,glycosphingolipid catabolic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Neu1,1,
GO:0048291,BP,GO:0048291,isotype switching to IgG isotypes,1/352,14/14611,0.289341457,0.608758314,0.526036831,Pagr1a,1,
GO:0048680,BP,GO:0048680,positive regulation of axon regeneration,1/352,14/14611,0.289341457,0.608758314,0.526036831,Ntrk3,1,
GO:0050321,MF,GO:0050321,tau-protein kinase activity,1/352,14/14611,0.289341457,0.608758314,0.526036831,Mark1,1,
GO:0050909,BP,GO:0050909,sensory perception of taste,1/352,14/14611,0.289341457,0.608758314,0.526036831,Rtp4,1,
GO:0050965,BP,GO:0050965,detection of temperature stimulus involved in sensory perception of pain,1/352,14/14611,0.289341457,0.608758314,0.526036831,Adora1,1,
GO:0051014,BP,GO:0051014,actin filament severing,1/352,14/14611,0.289341457,0.608758314,0.526036831,Srgap2,1,
GO:0051151,BP,GO:0051151,negative regulation of smooth muscle cell differentiation,1/352,14/14611,0.289341457,0.608758314,0.526036831,Mecp2,1,
GO:0051350,BP,GO:0051350,negative regulation of lyase activity,1/352,14/14611,0.289341457,0.608758314,0.526036831,Gabbr1,1,
GO:0051904,BP,GO:0051904,pigment granule transport,1/352,14/14611,0.289341457,0.608758314,0.526036831,Myo5a,1,
GO:0055119,BP,GO:0055119,relaxation of cardiac muscle,1/352,14/14611,0.289341457,0.608758314,0.526036831,Rgs2,1,
GO:0060100,BP,GO:0060100,"positive regulation of phagocytosis, engulfment",1/352,14/14611,0.289341457,0.608758314,0.526036831,Appl2,1,
GO:0061827,CC,GO:0061827,sperm head,1/352,14/14611,0.289341457,0.608758314,0.526036831,Ddx6,1,
GO:0070572,BP,GO:0070572,positive regulation of neuron projection regeneration,1/352,14/14611,0.289341457,0.608758314,0.526036831,Ntrk3,1,
GO:0070679,MF,GO:0070679,"inositol 1,4,5 trisphosphate binding",1/352,14/14611,0.289341457,0.608758314,0.526036831,Plcl1,1,
GO:0070886,BP,GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,1/352,14/14611,0.289341457,0.608758314,0.526036831,Erbb3,1,
GO:0072350,BP,GO:0072350,tricarboxylic acid metabolic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Idh3b,1,
GO:0086103,BP,GO:0086103,G protein-coupled receptor signaling pathway involved in heart process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Rgs2,1,
GO:0097396,BP,GO:0097396,response to interleukin-17,1/352,14/14611,0.289341457,0.608758314,0.526036831,Trim32,1,
GO:0098712,BP,GO:0098712,L-glutamate import across plasma membrane,1/352,14/14611,0.289341457,0.608758314,0.526036831,Grm1,1,
GO:0098840,BP,GO:0098840,protein transport along microtubule,1/352,14/14611,0.289341457,0.608758314,0.526036831,Myo5a,1,
GO:0099118,BP,GO:0099118,microtubule-based protein transport,1/352,14/14611,0.289341457,0.608758314,0.526036831,Myo5a,1,
GO:0106058,BP,GO:0106058,positive regulation of calcineurin-mediated signaling,1/352,14/14611,0.289341457,0.608758314,0.526036831,Erbb3,1,
GO:1900221,BP,GO:1900221,regulation of amyloid-beta clearance,1/352,14/14611,0.289341457,0.608758314,0.526036831,App,1,
GO:1901623,BP,GO:1901623,regulation of lymphocyte chemotaxis,1/352,14/14611,0.289341457,0.608758314,0.526036831,Wnk1,1,
GO:1901739,BP,GO:1901739,regulation of myoblast fusion,1/352,14/14611,0.289341457,0.608758314,0.526036831,Adgrb1,1,
GO:1903019,BP,GO:1903019,negative regulation of glycoprotein metabolic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Itm2c,1,
GO:1903428,BP,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,1/352,14/14611,0.289341457,0.608758314,0.526036831,Adgrb1,1,
GO:1903729,BP,GO:1903729,regulation of plasma membrane organization,1/352,14/14611,0.289341457,0.608758314,0.526036831,Sh3gl2,1,
GO:1904424,BP,GO:1904424,regulation of GTP binding,1/352,14/14611,0.289341457,0.608758314,0.526036831,Arhgef7,1,
GO:1904923,BP,GO:1904923,regulation of autophagy of mitochondrion in response to mitochondrial depolarization,1/352,14/14611,0.289341457,0.608758314,0.526036831,Atpif1,1,
GO:1905155,BP,GO:1905155,positive regulation of membrane invagination,1/352,14/14611,0.289341457,0.608758314,0.526036831,Appl2,1,
GO:1905666,BP,GO:1905666,regulation of protein localization to endosome,1/352,14/14611,0.289341457,0.608758314,0.526036831,Abhd17b,1,
GO:2000052,BP,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,1/352,14/14611,0.289341457,0.608758314,0.526036831,Csnk1e,1,
GO:2001256,BP,GO:2001256,regulation of store-operated calcium entry,1/352,14/14611,0.289341457,0.608758314,0.526036831,Saraf,1,
GO:1903052,BP,GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,4/352,113/14611,0.289809165,0.609283417,0.526490581,Atpif1/Csnk1e/Herpud1/Pten,4,
GO:0042310,BP,GO:0042310,vasoconstriction,3/352,78/14611,0.290128561,0.609283417,0.526490581,Cacna1c/Dusp5/F2r,3,
GO:0060021,BP,GO:0060021,roof of mouth development,3/352,78/14611,0.290128561,0.609283417,0.526490581,Dlg1/Ephb2/Wnt7a,3,
GO:0070301,BP,GO:0070301,cellular response to hydrogen peroxide,3/352,78/14611,0.290128561,0.609283417,0.526490581,Gpr37/Sirpa/Txn1,3,
GO:1903362,BP,GO:1903362,regulation of cellular protein catabolic process,7/352,223/14611,0.292048029,0.6121787,0.528992436,Atpif1/Csnk1e/Gna12/Herpud1/Nfe2l1/Prkcg/Pten,7,
GO:0032496,BP,GO:0032496,response to lipopolysaccharide,6/352,186/14611,0.292130671,0.6121787,0.528992436,F2r/Hnrnpa0/Ncl/Sirpa/Stat1/Vim,6,
GO:0045165,BP,GO:0045165,cell fate commitment,6/352,186/14611,0.292130671,0.6121787,0.528992436,Barhl2/Nfe2l1/Nkx6-2/Ntrk3/Tlx3/Wnt7a,6,
GO:0016055,BP,GO:0016055,Wnt signaling pathway,11/352,374/14611,0.292182335,0.6121787,0.528992436,Amotl1/App/Csnk1e/Gnaq/Kpna1/Mark1/Pten/Sdhaf2/Tbl1xr1/Wnk1/Wnt7a,11,
GO:0031012,CC,GO:0031012,extracellular matrix,11/352,374/14611,0.292182335,0.6121787,0.528992436,Dlg1/Hapln2/Il16/Lgals3/Ntn4/Pkm/Ptprz1/Reln/Spock2/Tmeff2/Wnt7a,11,
GO:0030312,CC,GO:0030312,external encapsulating structure,11/352,375/14611,0.295106564,0.612417039,0.529198388,Dlg1/Hapln2/Il16/Lgals3/Ntn4/Pkm/Ptprz1/Reln/Spock2/Tmeff2/Wnt7a,11,
GO:0007266,BP,GO:0007266,Rho protein signal transduction,4/352,114/14611,0.295221469,0.612417039,0.529198388,Arhgap35/Arhgef10/F2r/Gna12,4,
GO:0015934,CC,GO:0015934,large ribosomal subunit,4/352,114/14611,0.295221469,0.612417039,0.529198388,Mrpl42/Rpl32/Rpl41/Rpl8,4,
GO:0046887,BP,GO:0046887,positive regulation of hormone secretion,4/352,114/14611,0.295221469,0.612417039,0.529198388,Arhgef7/Camk2n1/Gabbr1/Ppp3cb,4,
GO:0050778,BP,GO:0050778,positive regulation of immune response,10/352,337/14611,0.29550145,0.612417039,0.529198388,Appl2/C1qa/Lamp1/Lgals3/Matr3/Pagr1a/Prkcb/Rftn1/Trim62/Wnk1,10,
GO:0000245,BP,GO:0000245,spliceosomal complex assembly,2/352,45/14611,0.295545878,0.612417039,0.529198388,Celf2/Luc7l3,2,
GO:0002704,BP,GO:0002704,negative regulation of leukocyte mediated immunity,2/352,45/14611,0.295545878,0.612417039,0.529198388,Il20rb/Ppp3cb,2,
GO:0006360,BP,GO:0006360,transcription by RNA polymerase I,2/352,45/14611,0.295545878,0.612417039,0.529198388,Ercc6/Ncl,2,
GO:0006754,BP,GO:0006754,ATP biosynthetic process,2/352,45/14611,0.295545878,0.612417039,0.529198388,Atp5o/Pkm,2,
GO:0019894,MF,GO:0019894,kinesin binding,2/352,45/14611,0.295545878,0.612417039,0.529198388,Arhgef10/Dlg1,2,
GO:0021696,BP,GO:0021696,cerebellar cortex morphogenesis,2/352,45/14611,0.295545878,0.612417039,0.529198388,Sptbn2/Wnt7a,2,
GO:0031111,BP,GO:0031111,negative regulation of microtubule polymerization or depolymerization,2/352,45/14611,0.295545878,0.612417039,0.529198388,Arhgef7/Map1b,2,
GO:0048016,BP,GO:0048016,inositol phosphate-mediated signaling,2/352,45/14611,0.295545878,0.612417039,0.529198388,Erbb3/Ppp3cb,2,
GO:0048066,BP,GO:0048066,developmental pigmentation,2/352,45/14611,0.295545878,0.612417039,0.529198388,Gnaq/Myo5a,2,
GO:0048663,BP,GO:0048663,neuron fate commitment,2/352,45/14611,0.295545878,0.612417039,0.529198388,Ntrk3/Tlx3,2,
GO:0060966,BP,GO:0060966,regulation of gene silencing by RNA,2/352,45/14611,0.295545878,0.612417039,0.529198388,Ddx6/Mecp2,2,
GO:0140115,BP,GO:0140115,export across plasma membrane,2/352,45/14611,0.295545878,0.612417039,0.529198388,Dlg1/Slc4a4,2,
GO:1903307,BP,GO:1903307,positive regulation of regulated secretory pathway,2/352,45/14611,0.295545878,0.612417039,0.529198388,Lamp1/Slc4a8,2,
GO:0061041,BP,GO:0061041,regulation of wound healing,3/352,79/14611,0.296725051,0.612417039,0.529198388,Ephb2/F2r/Pten,3,
GO:0071675,BP,GO:0071675,regulation of mononuclear cell migration,3/352,79/14611,0.296725051,0.612417039,0.529198388,App/Lgals3/Wnk1,3,
